vertical,city,businessName,phone,address,rating,reviewCount,website,place_id,source,company_number,company_status,incorporation_date,sic_codes,registered_address,director_name,director_role
driving_instructors,Leeds,Learn To Drive UK | Driving School In Leeds West Yorkshire,07886 304061,"City Walk, Holbeck, Leeds, LS11 9BG",4.9,136,https://learntodriveuk.com/,ChIJ5y3XcpBeeUgRvKNq2DhSFBA,serpapi,,,,,,,
driving_instructors,Leeds,Automatic Driving Lessons,07397 866202,"84 Compton Cres, Harehills, Leeds, LS9 6DQ",4.8,88,https://drivingschools.uk/,ChIJN3XLf6VdeUgRakVzQvsecOk,serpapi,,,,,,,
driving_instructors,Leeds,Automate driving school,07448 026165,"Scott Hall Rd, Leeds, LS7 2HJ",5,137,http://passwithwaseem.com/,ChIJA7-s78wWKQkROlUNgqq5FFM,serpapi,,,,,,,
driving_instructors,Leeds,Foundation Driving School,07393 609479,"Lingmoor St, Leeds, LS9 0BF",5,31,https://foundationdrivingschool.co.uk/,ChIJsWHNRmVdeUgRaj1AkUnN6Tw,serpapi,,,,,,,
driving_instructors,Leeds,DC Parmar,07949 522871,"26 St. Annes Dr, Kirkstall, Leeds, LS4 2RZ",5,53,,ChIJe5ZJcDNZeUgRVo04hiaAwZE,serpapi,,,,,,,
driving_instructors,Leeds,Driveology-Leeds,07799 914779,"Leeds, LS1 5RD",5,101,http://driveologyleeds.co.uk/,ChIJcRZQyo5esAcRfZFvFCVVl0c,serpapi,,,,,,,
driving_instructors,Leeds,Meena's School of Motoring,07747 725026,"Park View Ave, Burley, Leeds, LS4 2LH",4.8,194,https://www.msmleeds.com/,ChIJw3E-ZLVeeUgRyA_sDNZq1z4,serpapi,,,,,,,
driving_instructors,Leeds,Kamys Driving School,,"Barkly Parade, Beeston, Leeds, LS11 7HH",5,186,http://www.kamysdrivingschool.co.uk/,ChIJqdXABk9-yaER4zc4vkuLqdE,serpapi,,,,,,,
driving_instructors,Leeds,AKSONS DRIVING SCHOOL,07306 488555,"12 Batcliffe Mount, Headingley, Leeds, LS6 3PW",5,93,http://www.aksonsdrivingschool.com/,ChIJY3DLIvDFmQ0RbVJsK-Bj8nc,serpapi,,,,,,,
driving_instructors,Leeds,KK Driving School Leeds,07979 710793,"52 Burley Lodge Rd, Burley, Leeds, LS6 1QF",5,116,http://www.aksonsdrivingschool.com/,ChIJ36JwstNZeUgRggXWpcUABds,serpapi,,,,,,,
driving_instructors,Leeds,L driving school,07745 347959,"118 Foundry Ave, Leeds, LS8 3LU",4.9,70,https://ldrivingschool.com/,ChIJXxb72CpbeUgRXTI_35vlcXw,serpapi,,,,,,,
driving_instructors,Leeds,Astra Driving School Leeds,07758 837589,"32 Easterly Cres, Roundhay, Leeds, LS8 2SF",5,7,https://astradrivingschool.com/,ChIJXRD_zWq4omYRNXJx4Dqpju0,serpapi,,,,,,,
driving_instructors,Leeds,LG Driving School,07852 943360,"Shakespeare Lawn, Leeds, LS9 7UL",4.9,109,,ChIJX51OrWRceUgRXvAbmerKeCM,serpapi,,,,,,,
driving_instructors,Leeds,RARA Driving School Leeds| Driving Lessons Leeds,0333 772 7265,"14 Derwentwater Terrace, Headingley, Leeds, LS6 3JL",4.7,46,https://www.raradrivingschool.co.uk/where-to-find-us/leeds/,ChIJlwhgSApZeUgRBRxR1x2D1q4,serpapi,,,,,,,
driving_instructors,Leeds,Smart intensive driving school,07723 089792,"341 Easterly Rd, Roundhay, Leeds, LS8 2TS",5,119,https://intensivedrivingcourseuk.co.uk/,ChIJJXK4xH5beUgRGhS9laGtPdI,serpapi,,,,,,,
gardeners,Leeds,Gardener in Leeds,07791 423754,"51 Linton Ave, Leeds, LS17 8PU",5,245,http://gardenerinleeds.com/,ChIJ3S0Uq01beUgR0hDQbgnnqQg,serpapi,,,,,,,
gardeners,Leeds,Bloom Gardening,07595 595051,"72 Woodland Ln, Chapel Allerton, Leeds, LS7 4QG",4.8,95,http://www.bloom-gardening.com/,ChIJMU3FVqpbeUgR1n1j1E2D9b4,serpapi,,,,,,,
gardeners,Leeds,GreenForge Landscape Gardeners Leeds,0113 490 0128,"6 Hawks Nest Gardens W, Leeds, LS17 7JF",5,12,https://greenforgelandscapersleeds.co.uk/,ChIJuWjgnY5beUgRLTHe7Tr9p8M,serpapi,,,,,,,
gardeners,Leeds,Landscape Gardeners Leeds,0113 320 0560,"Unit Northside Business Park, 2 Sheepscar Ct, Leeds, LS7 2BB",4.4,19,http://www.landscapingleeds.org.uk/,ChIJf0vtzQhceUgRGvnA-Dz8Mq4,serpapi,,,,,,,
gardeners,Leeds,Leeds Gardener,0113 873 0277,"575 Stanningley Rd, Bramley, Leeds, LS13 4EL",5,1,https://www.leedsgardener.com/,ChIJEzRkdT9feUgR9NqQjYzXjvc,serpapi,,,,,,,
gardeners,Leeds,All Year Gardener,07786 484005,,5,182,https://allyeargardener.com/,ChIJmZ5eHh8inCMRhTM2RRdWnTo,serpapi,,,,,,,
gardeners,Leeds,Greener Gardens,0113 418 0454,,5,27,https://greenergardensleeds.co.uk/,ChIJG7M23BtZeUgRJmbrsdnr8AA,serpapi,,,,,,,
gardeners,Leeds,Tidier Gardens,07544 043984,"14 Thorpe Cl, Middleton, Leeds, LS10 4DL",5,52,http://tidiergardens.com/,ChIJyYeELNNfeUgR7dRfBqly-tA,serpapi,,,,,,,
gardeners,Leeds,GREEN GARDEN & LANDSCAPING SERVICES,07539 259838,"106 Burley Rd, Woodhouse, Leeds, LS3 1JP",5,5,http://www.gggc.co.uk/,ChIJYbdYV0pfeUgR6T1MlD8hteo,serpapi,,,,,,,
gardeners,Leeds,First Light Landscaping,0113 258 0428,"Office One, Low Fold Business Park, Off, New Rd Side, Horsforth, Leeds LS18 4DR",5,143,http://firstlightlandscaping.co.uk/,ChIJo47GfKJYeUgRiV_nqmPvsbA,serpapi,,,,,,,
gardeners,Leeds,Yorkshire Greene Horticulturalist and Landscaping Specialist,07598 122670,"Roundhay, Leeds, LS8 1JX",5,22,https://www.facebook.com/share/1CuimmpQTy/,ChIJ9VnxzqpbeUgRQXuR0biXNlI,serpapi,,,,,,,
gardeners,Leeds,Austin's Gardens,07887 397152,"41 Roundhay Ave, Chapel Allerton, Leeds, LS8 4DU",5,17,http://austinsgardens.com/,ChIJgVnqoelbeUgRX_ijYfTfyM0,serpapi,,,,,,,
gardeners,Leeds,D&S Gardening services,07500 866910,"76 Hillidge Rd, Hunslet, Leeds, LS10 1BZ",4.8,35,http://dsgardeningservices.co.uk/,ChIJhT-1gjpceUgRiS5f9fEbbTM,serpapi,,,,,,,
gardeners,Leeds,Garden Revamps,07531 699224,"Pickups service limited, Stanningley, Leeds, LS28 6JP",4.9,32,http://www.gardenrevamps.com/,ChIJmRCPNnNZeUgRMKgHWbygaWs,serpapi,,,,,,,
gardeners,Leeds,Cut ’n’ Edge Garden Services Ltd,07966 297867,"4 Chelwood Ave, Moortown, Leeds, LS8 2AZ",4.7,13,,ChIJ___qVrdbeUgR_M6USRFh49k,serpapi,,,,,,,
gardeners,Leeds,Ramsays Home and Garden Services,07955 743522,"Talbot Rd, Roundhay, Leeds, LS8 1HA",5,15,http://wwwfacebook.com/ramsayhomegarden,ChIJYX0x5dVbeUgRpq5wsohYG0U,serpapi,,,,,,,
gardeners,Leeds,Yorkshire Gardens,0113 262 1214,"St Pauls Presbytery, Buck Stone Cres, Leeds, LS17 5ES",4.8,20,http://www.yorkshiregardens.co.uk/,ChIJXW3yvhVgeUgRbM4GirZRQRM,serpapi,,,,,,,
gardeners,Leeds,RightScapes Ltd,0113 873 0356,"Coney Park, Harrogate Rd, Leeds, LS19 7XS",5,61,http://www.rightscapes.co.uk/,ChIJ1XdP5Evje0gR48BklsXiBfc,serpapi,,,,,,,
gardeners,Leeds,Absolute Gardening,07562 377837,"43 Carr Manor Dr, Moortown, Leeds, LS17 5AP",4.3,6,http://absolute-gardening.com/,ChIJX-rgEw1beUgR8FDRweu8Yaw,serpapi,,,,,,,
gardeners,Leeds,North Leeds Garden Design Ltd,0113 868 9375,"38 Broomfield, Adel, Leeds, LS16 6AF",5,9,http://northleedsgardendesign.co.uk/,ChIJh6ubRgZZeUgRH7kE5_dGOGY,serpapi,,,,,,,
weddings,Leeds,123 Photography,07950 241918,"21 Tavistock Cl, Leeds, LS12 4DJ",5,69,https://www.123photography.co.uk/,ChIJWWyvT-peeUgR_yhtqrqxteU,serpapi,,,,,,,
weddings,Leeds,Darren Hemsley Creative,07507 853065,"Moorland Cres, Moortown, Leeds, LS17 6HY",5,60,http://www.darrenhemsleycreative.com/,ChIJH5-nZfFbeUgRutoaJbe-4BU,serpapi,,,,,,,
weddings,Leeds,Stories Of I Do - Wedding Photography,0113 534 0959,"259 Otley Rd, Weetwood, Leeds, LS16 5LQ",5,53,https://www.storiesofido.com/?utm_source=GMB&utm_medium=Website,ChIJVRVPzSJZeUgR5eL7ny5mmkY,serpapi,,,,,,,
weddings,Leeds,Peter Rollings Photography,07733 290379,"14 Milton Dr, Scholes, Leeds, LS15 4BS",5,42,https://www.rollingsphotography.com/,ChIJx1I3B3xbeUgRH5JGn0YcMxg,serpapi,,,,,,,
weddings,Leeds,Barnaby Aldrick Wedding Photography,07929 087982,"23 St Chad's View, Headingley, Leeds, LS6 3PE",5,88,http://www.barnabyaldrick.com/,ChIJB1waXTdZeUgR4hHtu1lo62Y,serpapi,,,,,,,
weddings,Leeds,Mark Swinford Photography,0113 259 1161,"95-97 Long Row, Horsforth, Leeds, LS18 5AT",4.8,449,http://www.markswinfordphotography.co.uk/,ChIJi4nvWo1YeUgRYK6_p4s1U9c,serpapi,,,,,,,
weddings,Leeds,Da Wedding Crashers | Wedding Photography + Film,07526 113637,"2 Walkers Yard, Leeds, LS6 2FJ",5,6,https://www.daweddingcrashers.com/,ChIJI9kqHs5ZeUgRGIsV3fead4w,serpapi,,,,,,,
weddings,Leeds,Howard Barnett Photography,07812 390568,"27 Sandhill Oval, Leeds, LS17 8EB",5,27,https://howardbarnettphotography.co.uk/,ChIJNRiPwjVbeUgRaQ72MMKgN6I,serpapi,,,,,,,
weddings,Leeds,Hamish Irvine Photographer,07919 887759,"Gledhow Hall, Gledhow Ln, Gledhow, Leeds LS8 1PG",5,85,https://www.hamishirvine.com/,ChIJpQmwy-9beUgRbCBBmfsir9A,serpapi,,,,,,,
weddings,Leeds,Richard Wilson Photography,0113 274 4669,"Studio One, 5 Lower Briggate, Leeds, LS1 4AF",5,188,https://richardwilsonphotography.co.uk/,ChIJYRH5pKBeeUgRExB4DFkSfDY,serpapi,,,,,,,
weddings,Leeds,Mine & Thine Photography,07906 333905,,5,132,https://www.mineandthine.co.uk/,ChIJccqG5jNfeUgRd03jDaPMpZU,serpapi,,,,,,,
weddings,Leeds,Bex Wedding Photography - Wedding Photography Middleton,07383 936618,"41 Laurel Pl, Middleton, Leeds, LS10 4SU",4.7,15,http://www.bexweddingphotography.co.uk/,ChIJqQueAHFdeUgRUF89U5s4yas,serpapi,,,,,,,
weddings,Leeds,Josh Hill Photography,,"176 Kirkstall Ln, Kirkstall, Leeds, LS5 3FA",5,26,https://www.joshhillfilm.com/,ChIJMxjl0chZeUgRqxHKvTXcMoA,serpapi,,,,,,,
weddings,Leeds,Emily Green Photography,07468 592749,"Unit 10, Emily Green Photography, Park Centre, Horsforth, Sta LS18 5NX",5,116,http://emily-green-photography.co.uk/,ChIJ79j4NFtZeUgRsUGcLlYRxjw,serpapi,,,,,,,
weddings,Leeds,Alex Abbott Wedding Photography,07845 276379,"67 Vesper Gate Mount, Hawksworth, Leeds, LS5 3NL",5,14,,ChIJpX05ONRZeUgR-L9OWdBrj-E,serpapi,,,,,,,
weddings,Leeds,Emma Stone Photo,,"Unit 7, Carlton Trading Estate, Armley, Leeds LS12 2QG",5,125,https://www.emmastonephoto.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1519035664027437846,ChIJlaBtcd5feUgRh_ivyVoPphs,serpapi,,,,,,,
weddings,Leeds,Matt Sim - Wedding Photographer Yorkshire,07855 049915,"8 Neville Rd, Otley, LS21 1DJ",5,65,http://www.mattsim.co.uk/,ChIJmb_NwWZceUgRQ6qFo844Bq0,serpapi,,,,,,,
weddings,Leeds,Lou Wilcock Weddings,07903 630081,,5,34,http://louwilcockweddings.uk/,ChIJUXvRmh2_8gARMGpnuzee8w8,serpapi,,,,,,,
weddings,Leeds,Mollie Higgins Photography,,"Ring Rd Middleton, Belle Isle, Leeds, LS10 4AE",4.9,27,http://molliehigginsphoto.co.uk/,ChIJD1ZV7YpdeUgR_gt5NvleWvw,serpapi,,,,,,,
weddings,Leeds,Louise Barry Photographer,,,5,122,http://www.louisebarryphotographer.com/,ChIJe2Se9MJbeUgRe-lxFhLOf7k,serpapi,,,,,,,
nails,Liverpool,Berry Nail Spa,07879 747989,"35 Berry St, Liverpool, L1 9DF",4.9,461,https://thecrazybeauty.com/salon-detail/berry-nails-spa/634?fbclid=PAZXh0bgNhZW0CMTEAAaZAUirZEcKK1wLQ2IUsfgOsAfQ4VuF1g2xdHX0X0zHc1tjrCM3xhnUJnHs_aem_PUFeB2HZm_tWM3F1UE7vEQ,ChIJu7Q2J64he0gRf9wV9ys8Jtc,serpapi,,,,,,,
nails,Liverpool,Nails2u Luxury Liverpool,07391 497149,"69 Renshaw St, Liverpool, L1 2SJ",4.9,212,https://nails2uluxury.setmore.com/,ChIJ7c9P7bkhe0gR4xOoo7rrJms,serpapi,,,,,,,
nails,Liverpool,Honey Nails Liverpool,07938 888686,"22 Newington, Liverpool, L1 4ED",4.8,622,https://liverpoolcityguide.co.uk/business/honey-nails-liverpool/,ChIJi56-PQAhe0gREhxUX-6qIFQ,serpapi,,,,,,,
nails,Liverpool,Ruby Nails Liverpool,0151 345 5170,"17 Williamson St, Liverpool, L1 1EB",4.7,353,https://www.instagram.com/ruby_nails_liverpool,ChIJhV6KWwEhe0gRAcWEg0dPeYQ,serpapi,,,,,,,
nails,Liverpool,Nail nation by Claire,07739 173418,"25 Stanley St, Liverpool, L1 6AA",5,35,,ChIJKR8gVU0he0gRvE7Awi-L5TU,serpapi,,,,,,,
nails,Liverpool,L1 Nails,0151 236 1387,"25 Lord St, Liverpool, L2 9SA",4.6,1064,http://instagram.com/l1nails,ChIJO8XI1n4he0gRquTTRGT1bvM,serpapi,,,,,,,
nails,Liverpool,Boutique Nails Liverpool,0151 208 0899,"306 Aigburth Rd, Liverpool, L17 9PW",4.8,35,,ChIJPShb2cghe0gRLm3FoCl3p_s,serpapi,,,,,,,
nails,Liverpool,Dream Nails Kensington,07547 474125,"243 Kensington, Liverpool, L7 2RG",4.9,288,https://www.instagram.com/dreamnailsxs/,ChIJtbmAjUohe0gRVDR6Yf9713k,serpapi,,,,,,,
nails,Liverpool,Nails By Feryal & Co.,07557 518378,"Lower Ground, Harley Building, 11 Old Hall St, Liverpool L3 9HT",4.9,38,,ChIJpzQY7-khe0gRnSgHP39ej4I,serpapi,,,,,,,
nails,Liverpool,Bold St. Nails,0151 345 9620,"83 Bold St, Liverpool, L1 4HF",4.1,320,https://www.instagram.com/boldstr.nails/,ChIJy4Ja-SMhe0gR3hQK1yGLm1c,serpapi,,,,,,,
nails,Liverpool,L1 Beauty box,07493 474751,"56 Berry St, Liverpool, L1 4JQ",4.6,199,https://booking.barespace.app/beautyboxl1/?fbclid=PAAabCYxILCyKOUWqnD0QXwGbfF0Nux7YMJDmdFx1dQ7v_qyUBUA045oUTfT0_aem_AaHrImZXvXw5I_9n9C7QoYzRvx2gLCGVifvt0uS0xh32s0xiWHMMaNnVVCNJz7A_73w,ChIJDVJAlhIhe0gR1I-9k9bOtVo,serpapi,,,,,,,
nails,Liverpool,LILLY NAIL AND BEAUTY LIVERPOOL,0151 345 6788,"opposite Abakhan, 21 Stafford St, Liverpool, L3 8LX",4.7,358,http://www.lillynailnbeauty.co.uk/,ChIJv3DyoT0he0gRdr_7166HBF0,serpapi,,,,,,,
nails,Liverpool,Chloe’s Nails & Beauty,07473 086789,"660 Aigburth Rd, Liverpool, L19 0NY",5,43,,ChIJV68VVV0he0gRL-ubT1I_LAM,serpapi,,,,,,,
nails,Liverpool,Minmins Nail Studio,0151 724 2325,"199 Rose Ln, Liverpool, L18 5EA",4.9,124,http://minminsnailstudio.co.uk/,ChIJ9TBQubche0gR_wtjLOinitQ,serpapi,,,,,,,
nails,Liverpool,Pretty Nails,07852 392288,"55 Breck Rd, Liverpool, L4 2QS",5,30,https://www.instagram.com/prettynails.liverpool?igsh=MTF6MGloaGNxcmxpeg==,ChIJCzpFrtche0gRXsOHQ0K4yHw,serpapi,,,,,,,
nails,Liverpool,byCaroline | bespoke nail art & builder gel,07592 233447,"First Floor, Milk Studios, 12 Rodney St, Liverpool L1 2TE",5,14,https://www.instagram.com/bycarolinenailsx_?igsh=Y240emcwazJkYm4y,ChIJxZyR4Mshe0gRr49tolekYfY,serpapi,,,,,,,
nails,Liverpool,Luxury Nails and Spa Liverpool,0151 345 4480,"91 County Rd, Liverpool, L4 3QD",5,88,,ChIJxU0zT3Ije0gR7__avCfFMxU,serpapi,,,,,,,
nails,Liverpool,Childwall Nails & Spa,0151 476 1118,"17 Childwall Valley Rd, Liverpool, L16 4PB",5,117,https://www.instagram.com/childwallnails_spa,ChIJWf9XNMwhe0gRD75gZQ2X1Dk,serpapi,,,,,,,
nails,Liverpool,The Nail Lab,07908 593388,"80 Muirhead Ave E, Liverpool, L11 1EL",4.8,24,,ChIJGe9taC8he0gRutDjbvDJxH8,serpapi,,,,,,,
nails,Liverpool,Nail by Roya,07498 302853,"Wood St, Liverpool, L1 4AQ",5,12,,ChIJUysRijMhe0gRh2ntOpuI76I,serpapi,,,,,,,
electrician,Liverpool,Ideal Electrical Solutions,07399 676656,"5 Sir Thomas St, Liverpool, L1 6BW",5,306,https://www.idealelectricalsolutions.co.uk/,ChIJ62EE8Johe0gRGN1b1fHuQmk,serpapi,,,,,,,
electrician,Liverpool,EJC Electrical Ltd,07941 745440,"69 Caldy Rd, Liverpool, L9 4RZ",5,73,http://www.ejcelectrical.co.uk/,ChIJU-KxMiche0gRRNHlJpQJ4QA,serpapi,,,,,,,
electrician,Liverpool,Orrell Electrics - Electricians Liverpool,0151 526 9998,"163 Altway, Aintree, Liverpool, L10 6LA",4.8,150,https://www.orrellelectrics.co.uk/,ChIJ4Q8viscje0gRW3_YAFdegFs,serpapi,,,,,,,
electrician,Liverpool,"V & A Burgess Ltd, Electrical Faults Fixed",0151 351 4011,"5a Church Rd S, Woolton, Liverpool, L25 7RJ",5,447,http://www.electricalfaultsfixed.co.uk/,ChIJCVgcocAfe0gRrqUX6U67j7s,serpapi,,,,,,,
electrician,Liverpool,Nexvolt Electrical solutions,0151 380 0035,"Speke Training & Education Centre, Unit House, Evans Rd, Speke Blvd, Speke, Liverpool L24 9HZ",5,30,https://www.nexvoltelectrical.com/,ChIJ59H5grvenCoRifiQZSBirvk,serpapi,,,,,,,
electrician,Liverpool,POC Electrical,07769 225133,"Unit 2C, PHOENIX BUSINESS PARK, Goodlass Rd, Liverpool L24 8HL",5,72,http://www.pocelectrical.co.uk/,ChIJzeIr7Gshe0gRTUbBhnSYlmY,serpapi,,,,,,,
electrician,Liverpool,Fix Electrical NW LTD,07782 498471,"28 Stanley Gardens, Liverpool, L9 3AR",5,24,,ChIJE9sk5Pk3VwsRY1QG1KXycb0,serpapi,,,,,,,
electrician,Liverpool,ConneX Electrical,0151 363 2786,"Unit 42-45, Woodend Industrial Estate, Woodend Ave, Speke, Liverpool L24 9NB",5,36,https://connex-electrical.co.uk/,ChIJjeHfGMUhe0gRQpYbEPF8f0U,serpapi,,,,,,,
electrician,Liverpool,FM Electrical GB,07845 849429,"37 Lime Grove, Toxteth, Liverpool, L8 0SJ",4.9,45,http://www.emergencyelectricianmerseyside.co.uk/,ChIJk00nosIhe0gResm0T08TNJk,serpapi,,,,,,,
electrician,Liverpool,AG Electrical Services Ltd,07971 868567,"Blacksmith Pl, Liverpool, L25 9LS",5,49,https://www.agelectricalservicesltd.co.uk/,ChIJ3acwLf8fe0gRjlW0cGP5D-I,serpapi,,,,,,,
electrician,Liverpool,Ropewalks Electrical LTD,07860 210886,"Ste 4102, Charlotte House, Queens Dock Business Centre, 67-83 Norfolk St, Liverpool L1 0BG",5,12,https://ropewalkselectrical.co.uk/,ChIJ2UdZ1CIhe0gRvn6cLa6GIiU,serpapi,,,,,,,
electrician,Liverpool,Limewire Electrical & Building services limited,07598 473787,"121 Lark Ln, Liverpool, L17 8UR",5,89,http://www.limewireelectrical.co.uk/,ChIJzRmtg-JofAcR5FK884pbGI4,serpapi,,,,,,,
electrician,Liverpool,SRW Electrical Contractors Ltd,07496 471912,,5,11,https://srwelectricsltd.co.uk/,ChIJAQBFLn8he0gRirl823Tyrm0,serpapi,,,,,,,
electrician,Liverpool,Keyes Electrical Ltd,07788 279818,"Unit 169, Imperial Court, Exchange St E, Liverpool L2 3AB",5,3,https://keyes-elec.com/,ChIJE4oVVoghe0gROwiiPL05xc4,serpapi,,,,,,,
electrician,Liverpool,Dan Electrician,07400 238767,"1 Corfu St, Birkenhead, CH41 6EP",5,145,https://liverpoolelectrician.uk/,ChIJc_YXXOqbsoERrxAS_F0mITQ,serpapi,,,,,,,
electrician,Liverpool,JM Electric,07908 593608,"6, Tobacco Wharf, 51 Commercial Rd, CommerciL road, Liverpool L5 9XB",4.7,14,https://advancedelectricaltesting.co.uk/,ChIJj59y91oxqkcRCd7tWwcw_lw,serpapi,,,,,,,
electrician,Liverpool,Daniel Paul Electrical,0151 216 4103,"Suite 6a, 10 Duke St, Liverpool, L1 5AS",5,9,https://danielpaulelectrical.co.uk/,ChIJiQD9O4ZhiCkRuOBTWPlDOmg,serpapi,,,,,,,
electrician,Liverpool,DH Electrical Testing & Installation Services Ltd,07936 250380,"39, West, Oakhill Park, Liverpool L13 4BN",4.9,192,https://dh-electricalservices.co.uk/,ChIJq94RbPN8iQsR__54Hvhs6W0,serpapi,,,,,,,
electrician,Liverpool,Conaty&Co. Electrical Services LTD,0151 374 1088,"Unit 212, vanilla factory, 39 Fleet St, Liverpool L1 4AR",5,48,https://www.conatyelectrical.com/,ChIJzyGikGL1u0QRhYlUSKclOPA,serpapi,,,,,,,
electrician,Liverpool,RAP Electrical Contractors,07851 951553,"116 Linacre Rd, Litherland, Liverpool, L21 8JT",4.2,12,http://www.rapelectrical.co.uk/,ChIJcZ4Yn4wje0gRXl2FkCGllHI,serpapi,,,,,,,
dog_groomers,Liverpool,The Hairy Dog Mother,07777 513265,"94 Scarisbrick Rd, Liverpool, L11 7BW",5,16,,ChIJGQuUswgje0gR1oATmtk0cN4,serpapi,,,,,,,
dog_groomers,Liverpool,DogOne,0151 709 1974,"14 Cleveland Square, Liverpool, L1 5BE",4.9,108,,ChIJyfpStyghe0gR4FmoLP-BnCA,serpapi,,,,,,,
dog_groomers,Liverpool,Regal Paws,07946 828522,"306 Longmoor Ln, Fazakerley, Liverpool, L9 9BZ",5,66,,ChIJVztzBRwje0gR1JmEbtukfvI,serpapi,,,,,,,
dog_groomers,Liverpool,Dog Town Liverpool,07889 855980,"7 Monkswell Dr, Liverpool, L15 8JN",5,108,,ChIJd2e3ThQhe0gRlsIIKaD4D98,serpapi,,,,,,,
dog_groomers,Liverpool,The Groomers Liverpool,0151 345 9192,"2 Page Moss Ln, Liverpool, L36 2PA",4.7,91,http://www.thegroomersliverpool.co.uk/,ChIJkcwPgOgfe0gR9aDVlC7sKrM,serpapi,,,,,,,
dog_groomers,Liverpool,Milo's Dog Grooming Studios,07783 082885,"Unit 4L, phoenix Business Park, Goodlass Rd, Liverpool L24 9HL",5,12,https://mysite.vagaro.com/milosdoggroomingservice,ChIJQfir5E3hekgRxBsjy2cBhXY,serpapi,,,,,,,
dog_groomers,Liverpool,Laura's Groom Room,0151 291 7483,"42 Lawrence Rd, Liverpool, L15 0EG",4.8,85,,ChIJdf7AUFMge0gRF_f72qKqZVY,serpapi,,,,,,,
dog_groomers,Liverpool,Wags & Washes,0151 427 5381,"89 Woolton Rd, Garston, Liverpool, L19 6PL",4.9,113,https://www.wagsandwashes.co.uk/,ChIJYZ6U2AAge0gRSe-X6wYR7_k,serpapi,,,,,,,
dog_groomers,Liverpool,Lola's Dog Grooming Liverpool,07894 032456,"20 Gorsewood Rd, Liverpool, L25 2QW",5,21,http://lolasdoggroomingliverpool.co.uk/,ChIJS01hcxAfe0gRaYFWlBNtVHs,serpapi,,,,,,,
dog_groomers,Liverpool,Mandy's Fur Dressers,07983 249529,"20 Childwall Ln, Liverpool, L14 6TU",5,63,https://amandak1965.wixsite.com/website,ChIJx1Bd424fe0gR36nbhp3R0lc,serpapi,,,,,,,
dog_groomers,Liverpool,Laura's Dog Grooming,07803 849858,"146 Town Row, Liverpool, L12 8SN",4.7,126,,ChIJJ-dzzgUie0gRxYn_RbccOW4,serpapi,,,,,,,
dog_groomers,Liverpool,The Furdressers,0151 459 3186,"64 City Rd, Liverpool, L4 5TE",4.9,80,,ChIJYVJbDEgje0gRkK6AkF13bLo,serpapi,,,,,,,
dog_groomers,Liverpool,Fraser&pooch dog groomers liverpool,07711 210793,"92 N Hill St, Liverpool, L8 8AG",4.7,46,,ChIJZTCIgZshe0gRLOYsK4HEBmA,serpapi,,,,,,,
dog_groomers,Liverpool,Woofcuts,0151 260 5915,"17A Utting Ave, Anfield, Liverpool, L4 7UN",4.5,97,https://woofcuts.shop/,ChIJ6dHWLnkhe0gRf89R7otokpA,serpapi,,,,,,,
dog_groomers,Liverpool,Woofward's Dog Grooming,07597 185013,"21 Oakfield, Anfield, Liverpool, L4 2QG",5,10,https://woofwardgrooming.wixsite.com/woofward,ChIJa-rlidbGj2oRMBC9XREt7h8,serpapi,,,,,,,
dog_groomers,Liverpool,The Fab Fur,07494 321111,"109 Woolton Rd, Liverpool, L15 6TB",4.9,49,,ChIJeU_MsTMhe0gRYYl49Rgyo9Y,serpapi,,,,,,,
dog_groomers,Liverpool,Faye's Doggy Boutique,0151 427 2760,"110 Blackburne St, Liverpool, L19 8JD",4.9,72,https://www.fayesdoggyboutique.co.uk/,ChIJy2ekh3vfekgRd4tav1I4sNs,serpapi,,,,,,,
dog_groomers,Liverpool,Barkers Liverpool,07388 019590,"560 Aigburth Rd, Cressington, Liverpool, L19 3QG",4.5,52,,ChIJI4YH_nIge0gRuFhk2U6kgg4,serpapi,,,,,,,
dog_groomers,Liverpool,Hot Dog,0151 252 2666,"17 Lisburn Ln, Tuebrook, Liverpool, L13 9AE",4.8,110,,ChIJcfpdGZEhe0gR0evJdU5WEes,serpapi,,,,,,,
dog_groomers,Liverpool,Home From Home Dog Groomers,07882 043423,"32 Manor Rd, Liverpool, L25 8QG",4.9,32,,ChIJ4Rqk3-kfe0gRcLzQsl5PSGs,serpapi,,,,,,,
cleaners,Liverpool,Broom and Bucket Ltd,0151 203 4405,"Queens Dock Business Centre, 67-83 Norfolk St, Liverpool, L1 0BG",4.8,282,http://broomandbucket.co.uk/,ChIJJ0nCnBf4fScRnC1KS2aO60g,serpapi,,,,,,,
cleaners,Liverpool,Bonus Cleaning,0151 459 4599,"307, Cotton Exchange Bldg Old Hall Street, Liverpool, L3 9LQ",4.8,159,https://www.bonuscleaning.co.uk/,ChIJM5A-r3ThekgRoq4Kuku9bQ8,serpapi,,,,,,,
cleaners,Liverpool,Simply Housework UK Limited,0151 724 2222,"Office 2, Mossley Hill, 4 Rose Ln, Liverpool L18 5ED",4.6,32,https://www.cleaningliverpool.net/,ChIJB0303j4ge0gRsmfHDouBhbo,serpapi,,,,,,,
